				message						label	
			305	📊 Голова Комітету з питань фінансів, податкової та митної політики Данило Гетманцев щодо детінізації економіки країни: «Детінізація економіки — це наше завдання номер один у публічних фінансах. І з 2019 року ми займаємося дуже послідовно, дуже плідно цим напрямком. Безперечно, у війну ця проблема стає ще більш нагальною, навіть не тільки з огляду на надходження до державного бюджету, але й з огляду на моральну сторону питання. Адже Президент абсолютно вірно сказав, що українці поділяються на дві частини: перша частина воює на передовій, друга робить усе, аби перемогти, допомагає. І бізнес, безперечно, допомагає податками». Детальніше на цю тему читайте також у інтерв'ю Данила Гетманцева інформагентству УКРІНФОРМ «Додаткове щорічне зростання ВВП на 2-3% вважатиму успіхом детінізації» ➡️ https://bit.ly/3xlfyUD						u	
			306	⚽️ У Моршині на міському стадіоні «Медик» відбулось спортивний фестиваль "Відкриті уроки футболу" в рамках реалізації дитячого соціального проєкту від Української асоціації футболу. 📌Більше сотні учасників у 12 групах одночасно розпочали футбольні уроки. Різноманітні завдання, конкурси, вправи та футбол очікували на дітей. Дякуємо нашим талановитим учасникам! #діти #єс #славаукраїні🇺🇦 Олег Кузик						u	
			307	🇺🇦🇪🇺Україна - це Європа! 🔹91% українців сьогодні вболівають за те, щоб продовжити своє майбутнє членство у великій європейській сім'ї. 🔸Таке ж відношення і у громадян Європейського Союзу: 66% громадян ЄС хочуть бачити українців членами єдиної європейської родини. ❗️Тому парламентарі повинні зробити все, щоб це рішення стало реальним. Телеканал "Рада"						u	
			308	Не треба обманювати себе: авторитарний Китай зацікавлений в успіху авторитарної Росії. Якщо Україна зникне з політичної карти світу, у Пекіні зітхнуть із полегшенням: це означатиме перемогу авторитаризму над демократією, сили над правом, зла над добром. Тим часом по інший бік Тайванської протоки уряд Китайської Республіки запроваджує санкції проти країн-агресорів та солідаризується з Україною та цивілізованим світом. Але якими є реальні контакти України та Тайваню? Їх немає. Я не закликаю розірвати дипломатичні відносини з КНР і встановити з Китайською Республікою. Я говорю саме про прямі зв'язки. Якщо громадянин України захоче хоча б відвідати Тайвань, його документи будуть направлені до Москви, до Московсько-Тайбейської координаційної комісії з економічного та культурного співробітництва. Ця комісія виконує функції своєрідного "посольства" Китайської Республіки в Росії в умовах, коли дипломатичні відносини не можливі та створена за рішенням президента Росії. Отже, у столиці Росії, яка є союзником КНР, така комісія є та плідно працює. А у столиці України такого представництва немає – хоча йдеться про прямі контакти з однією з найрозвиненіших країн світу, до того ж – з країною, яка є оплотом та зразком демократії у регіоні. Я вважаю, що зараз - час для встановлення двосторонніх зв'язків на рівні, який би відповідав інтересам України та Тайваню.						u	
			309	Сердечно вітаю Вселенського Патріарха Варфоломія з Днем Небесного Покровителя. Все зроблене Вами для Церкви і Українського православ'я стало прикладом великого служіння Господу, прикладом любові та милосердя. Мільйони українців по всьому світу відчули вашу любов та переживання за наш народ. Ваші молитва та мудрість дуже потрібні українцям нині, у часи лютих випробувань, коли на нашу землю прийшов віроломний супостат. Віримо, що спільно здолаємо його. Сьогодні маємо нагоду ще раз сказати Вам слова вдячності за те, що Ви почули прагнення українців звільнитися з московської духовної неволі. Дарували Томос про автокефалію для Православної Церкви України. Нехай Ваш небесний покровитель буде надійним захисником в земному житті. А Господь посилає многії і благії літа.						u	
			310	‼ Голова Комітет Верховної Ради України з питань молоді і спорту Андрій Кожем'якін щодо національно-патріотичного виховання: У нас готується зараз декілька проектів. Це ті Законопроекти, які пов'язані із захистом нашої Держави, з отриманням зброї, з отриманням фінансово-економічної допомоги. Але і тому ми в Комітеті визначили, що головне сьогодні це національне і патріотичне виховання. Тому на сьогодні ще є 2 проекти, які будуть доповнювати загальноукраїнську програму, яку ми вже прийняли на 5 років щодо національно-патріотичного виховання. Це укріплення таких патріотичних напрямків, патріотичних створень серед молод. Телеканал "Рада"						u	
			311	Єврокомісія підтримала кандидатство України у ЄС! Тепер ми офіційно розпочинаємо шлях до Євросоюзу! Історичне рішення величного часу! Здобуток, за який наша держава вже заплатила надзвичайну ціну. Шанс стати сильною демократичною країною, про яку ми всі мріємо. Виклик, що покладає на нас відповідальність перед майбутніми поколіннями! Завдання, для виконання якого знадобиться немало часу та багато сил! Але ми гідно пройдемо цей шлях! І зробимо Євросоюз ще різноманітнішим і від того іще сильнішим! Слава Україні! Вдячність Європі! Це буде нашою спільною перемогою! 🇺🇦🇪🇺						u	
			312	Вот такой вот мне подарок подарили давние-давние друзья, наа прошлой неделе Андрій Хімічев подогнал. Полностью укомплектованный, прямо вот под завязку, реанимобиль. Со всякими устройствами, дефибрилляторами-мониторами-инфузаторами. О том, что я ему в ответ подарил два грузовика расскажем позже :) Реанимобиль, обслуженный и упакованный - ну вот, ну вот что ему в Киеве стоять. Вжух и он уже на передовой, у 79-ки. Знаете, вот рефлекторно с языка пытались сорваться фразы "ну, желательно чтобы не пригодилось", но ведь мы взрослые люди и все понимаем. Особенно, когда машину принимал начмед, броник которого вместо подсумков с магазинами был густо забит хирургическими зажимами, ножницами, пинцетами и расширителями. И пульсоксиметр, нелепое яркое пятно, которое сразу привлекает внимание своей неуместностью и нелепостью. Но... он спасает жизни прямо на ходу, проводя ампутации и стабилизацию в движении машины от переднего края. А потому - ничего нелепого в комплектации броника нет. Так что... пригодится машинка, увы и ах. Но она спасет множество жизней. ++++++++++++++++++++++++++++ По Україні ++++++++++++++++++++++++++++ ТІЛЬКІ ДЛЯ ПРИВАТ 24 5169 3305 2068 6400 Для ІНШИХ банків: 5375 4115 0177 8331 Або за посиланням: https://send.monobank.ua/jar/Ae7dosExpq Або переказ на рахунок: Найменування отримувача: ГО СОЛIДАРНА СПРАВА ГРОМАД IBAN рахунок: UA193052990000026002016226051 Код ЄДРПОУ/ІПН: 42992954 Призначення платежу: благодійна безповоротна допомога на користь ГО ++++++++++++++++++++++++++++ PayPal ++++++++++++++++++++++++++++ Переказ на: wingman2006@mac.com Тип переказу: Family/Friends ++++++++++++++++++++++++++++ Western Union / MoneyGram ++++++++++++++++++++++++++++ Переказ на: ANTONINA BUZILO ++++++++++++++++++++++++++++ SWIFT перекази ++++++++++++++++++++++++++++ Account owner: Solidarna Sprava Hromad PLN - IBAN: PL48 1020 1068 0000 1802 0383 6525 CAD - IBAN: PL53 1020 1068 0000 1602 0383 6533 EUR - IBAN: PL58 1020 1068 0000 1402 0383 6541 USD - IBAN: PL64 1020 1068 0000 1902 0383 6673 Bank SWIFT Code: BPKOPLPW Name of the Bank: Powszechna Kasa Oszczędności Bank Polski Spółka Akcyjna Bank’s address: ul. Puławska 15, 02-515 Warsaw Bank’s country: Poland ++++++++++++++++++++++++++++ Кріптовалюти ++++++++++++++++++++++++++++ USDT (TRC20) THXQSYA2s1bKRBgqQaPjgHqW77834GmuDX BTC (Bitcoin) 18YKHeM5MmGFNZhbrvsaoT7WsE3PJxjFXd ETH (ERC20) 0xba65e794d8aec422d0d71cce1095c63da579e144						r	
			313	🇺🇦 Це війна за цінності. Коли ми переможемо в цій війні, усі європейці зможуть і надалі насолоджуватися своєю свободою. Якщо ж переважатиме та одна людина, яка хоче знищити будь-яку свободу в Україні та Європі, то для всіх на континенті настане чорний час, — Президент України Володимир Зеленський. Фото: Aleksey Filippov, Finbarr O’Reilly, Marcus Yam, Daphne Wesdorp, Aris Messinis, Esteban Biba, Yana Sidash.						u	
			314	🇺🇦 Волонтери. Вони безстрашні та відчайдушні. Вони - вічний двигун нашої перемоги! Сьогодні, з нагоди Дня Конституції України, депутати Львівська обласна рада та голова ради Ірина Гримак у Будинок воїна відзначили за активний внесок у нашу майбутню перемогу сто волонтерів Львівщини. 📌"Дякую! Ви справжня сила, яка перевертає гори! Усіх зі святом! Слава Україні!", – відзначив Олег Дуда #зсу #війна #standwithukraine #stoprussia						u	
			315	Це щось правда неймовірне!🤯 За відносно невеликий час (а ми ставили на пару днів) ви зібрали необхідну суму на машину!🚗☠️Я можу розпинатись тут цілими абзацами, але то не передасть моєї подяки вам сповна. Вчергове, ви зробили спражнє диво і показали, що українці то є незламна сила!💪🏻Дякую безмежно всім! А особливо пані Альоні (не певен, що можна деанонити прізвище🤭) за цілих 12 000 гривень (sic!). На цьому збір оголошую закритим!💰 Кошти передаємо в потрібне русло, а ви сьогодні цілком заслужено можете заснути з почуттям, що ви хороша людина, а десь там убивають окупантів завдяки саме вам!👹☝🏻						u	
			316	У Палаці Європи, де відбувається сесія ПАРЄ, Євгенія Кравчук розповіла про злочини російських військ проти журналістів і медіа в Україні. Загинули 33 представники ЗМІ, щонайменше 10 – були захоплені окупантами в заручники‼️						u	
			317	Житловий будинок в Одесі, у який 23 квітня ворог влучив ракетою. Серед жертв – вісім осіб, зокрема тримісячне немовля. Це страшний злочин, якому немає жодних виправдань. Обов’язково відновимо цей будинок, щоб усі мешканці повернулися до свого житла.						u	
			318	Яркая иллюстрация проявлений клинического долбоебизма. Нельзя на пляж? Не, мы пойдем, мы ж жить не хотим! Нельзя навигацию по рекам вблизи, а особенно блять возле границы? Не, мы будем, мы ж… украинцы?????????						r	
			319	🇺🇦 28 червня 1996 року, на п’ятий рік після проголошення Незалежності України, Верховна Рада ухвалила Основний Закон держави — Конституцію України. Цей день, якому передувала кропітка робота народних обранців, політиків, правників, істориків, став важливим етапом українського державотворення. За документ, що становить ядро національної правової системи, віддали свої голоси 315 парламентаріїв, які працювали всю ніч з 27 на 28 червня — загалом майже 24 години. Із них останні 14 — без перерви. 📲 Докладніше у матеріалі парламентської газети Голос України: https://bit.ly/3HZttol						u	
			320	Нова історична перемога💪 Україна вперше здобула «золото» на чемпіонаті світу з аеробіки, в індивідуальній програмі. Пишаємось і дякуємо нашій Анастасії Курашвілі з міста Суми♥️						u	
			321	Сьогодні відбулася світова прем'єра фільму «Тор: Любов та Грім»!❤️⚡️						u	
			322	💪🇺🇦 Ми переможемо! Тому що нас захищають герої! 🚁Армійська авіація Сухопутні війська ЗС України #вірю_в_Збройні_Сили_України						u	
			323	Якась бабуся віддає останні 200 гривень на безпілотник. А якесь мажорне чмо купує бентлі-ху#нтлі за $500 тисяч і не платить податки. Україна має знати і своїх Героїв, і хероїв.						u	
			324	🇺🇦🇩🇰 Голова Верховної Ради України Ruslan Stefanchuk: «Ви належите до Європи і Європа належить вам», — Прем'єр-міністр Данії Mette Frederiksen у Верховній Раді. Метте Фредеріксен запевнила: «Данія підтримує надання Україні статусу кандидата в члени ЄС. Ми підтримуємо кожен ваш крок». За її словами, немає жодних сумнівів, що Україна — член європейської сім'ї. Дякую Вам, пані Прем'єр-міністр, за віру в нашу перемогу та готовність зробити власний внесок. Ключовий меседж — «якщо ми не виженемо путіна, то це означає, що ми самі не допоможемо собі. Ваша свобода – наша свобода». Ціную, що Ви готові надалі накладати санкції на рф, постачати Україні зброю, допомагати в процесі розмінування звільнених територій і відбудувати Миколаїв. Під час виступу Ви сказали: «Я впевнена, що ви виграєте цю війну, і після війни постане нова, сильна Україна. Демократія переможе, мир відновиться і ви будете вільними». Хочу, щоб ці слова були пророчими!						u	
			325	⚡️Є гарні новини стосовно пального! На заході України черг на АЗС немає. У Києві та на сході країни поки маємо певний дефіцит. Але процес по насиченню українського ринку продовжуватиметься, і вже в липні ситуація буде нормалізуватися. Андрій Герус вважає, що ліміти на заправку будуть підняті або взагалі зняті 🚗 						u	
			326	Свіжі кадри кінокоміксу «Тор: Кохання та грім»!❤️⚡️						u	
			327	Том Фелтон і його старий друг Мандрагора зустрілись знову!🪴						u	
			328	🇺🇦 🌏 Світ з Україною! Разом ми - сила! 🇪🇪На центральній площі естонського міста Тирва відкрито Парк Свободи на підтримку України. На території парку розміщені піщані скульптури та фотовиставка, присвячена російській війні в Україні. У відкритті виставки взяли участь Міністр соціального захисту Естонії пані Сігне Рійсало, мер міста Тирва пан Майдо Руусманн, дипломати Посольства, журналісти та мешканці Тирви. Дякуємо, друзі, за підтримку! 🇺🇦🤝🇪🇪 Embassy of Ukraine in the Republic of Estonia						u	
			329	🇺🇦🇷🇴 Перший заступник Голови Верховної Ради України Олександр Корнієнко: У рамках візиту до Румунії зустрівся із Держсекретарем МЗС Румунії Iulian Fota. Подякував за різнобічну підтримку, надану Україні. Особливо за підтримку всіх санкційних пакетів, зокрема, і того, над яким зараз активно працюють. Адже другий фронт, на якому ми воюємо, — економічний — не менш складний і важливий. На жаль, потенціал росії не так швидко вичерпується, як того хотілося б, і кожен долар, кожен цент, сплачений за барель російської нафти, — це снаряд або ракета, які летять в Україну. Тому вкрай важливо, щоб усі рішення, які зараз ухвалюються на користь України, ухвалювалися швидше. До того ж, висловив вдячність за те, що Румунія показує приклад іншим країнам у плані енергетичної незалежності від рф, а також за те, що на рівні Парламенту та за активною участю румунського МЗС, Румунія веде послідовну дипломатичну діяльність та підтримує символічні для України акти та постанови.						u	
			330	Президент України Володимир Зеленський провів зустріч з Прем'єр-міністром Великої Британії Борисом Джонсоном, який перебуває в нашій країні з візитом. Детальніше: https://bit.ly/3b7JjAO						u	
			331	«Сьогодні почався фінальний етап великого дипломатичного марафону, який має завершитися за півтора тижня. І ми насправді в цьому марафоні разом з Європейським Союзом – в одній команді, і цій команді належить виграти. Вже скоро отримаємо відповідь щодо статусу кандидата для України. Я переконаний, що це рішення може посилити не тільки нашу державу, а й увесь Євросоюз». Звернення Володимира Зеленського наприкінці 108-го дня війни.						u	
			332	Рішення Європейської Ради щодо статусу країни-кандидата на членство в Європейському Союзі назавжди увійде у літопис української історії. Сьогодні в Україні не знайдеться жодного, хто б не працював для досягнення цієї мети. Країна обʼєдналася – і влада, і опозиція – заради протистояння ворогу, і заради європейського майбутнього. Хочу щиро подякувати всім тим, хто забезпечив цю неймовірну історію успіху. Найголовніше – слова щирої подяки та низький уклін жертовності та стійкості українського війська. Вважаю, що саме український воїн зробив найбільший внесок в сьогоднішній успіх. Хочу подякувати всім українцям, а особливо волонтерам, представникам громадянського суспільства, бо саме наша єдність, мужність та самопожертва полонили серця сотень мільйонів європейців і визначили позицію європейських політиків. Подякувати всім дипломатам за традиційно професійний і ефективний міжнародний наступ. Попереду у нас всіх дуже багато роботи. Головне – перемогти, зберегти нашу національну єдність та разом побудувати нову європейську заможну демократичну Україну. Разом до Європи! Слава Україні! _______________________ The decision of the European Council on the status of a candidate country for membership in the European Union will be engraved in the chronicles of Ukrainian history. Today in Ukraine one could hardly find a person who hasn’t contributed to achieving this goal. The nation is united – both the government and the opposition – to confront the enemy and to pave our way to the European future. I would like to sincerely thank everyone who helped to make this incredible success story. The words of sincere gratitude and a low bow to the sacrifice and resilience of the Ukrainian army. I believe that it was the Ukrainian soldier who made the greatest contribution to today's success. I want to thank all Ukrainians, and especially volunteers, representatives of civil society, because it is our unity, courage and self-sacrifice that have captured the hearts of hundreds of millions of Europeans and defined the position of European politicians. Gratitude to all diplomats for the traditionally professional and effective international campaign. We all have a lot of work ahead of us. Now we must achieve victory, preserve our national unity and together build a new European prosperous democratic Ukraine. Together to Europe! Glory to Ukraine!						u	
			333	Спілкуватися зі студентами іноземних вишів уже стало доброю традицією. Сьогодні поговорив з представниками ключових канадських університетів. Було багато глибоких запитань. Про Україну, наше теперішнє і яким буде наше життя після цієї війни. Відповідав, як завжди, максимально щиро. Таку ж щиру підтримку відчув і від студентів. Україну та Канаду розділяє океан і 7 тисяч кілометрів, але між нами існує повне порозуміння. Сьогоднішня зустріч стала черговим підтвердженням цього.						u	
			334	‼ Верховна Рада України завершила реформу індустріальних парків і нарешті запустила цей інструмент в Україні! — заявив Голова Комітет з питань економічного розвитку Дмитро Наталуха. Індустріальні парки стануть ефективним інструментом для релокації. Таким собі центром для бізнес-переселенців. Велика територія з обладнаною інфраструктурою, до якої можна швидко перевезти виробництво — оптимальна умова для порятунку бізнесу. Сьогодні ми додали до переліку стимулів податкові пільги: ➖ звільнення від податку на прибуток; ➖ відсутність ПДВ та мит на обладнання; ➖преференції місцевих податків. У результаті ми отримаємо ефективний ланцюг: бізнес — зайнятість — податки — економіка — набої. Тил працюватиме, а з ним перемога ставатиме ближчою. Сьогодні процедуру релокації успішно пройшли більше 500 підприємств, але процес може йти швидше. Вже по завершенню війни індустріальні парки на звільнених територіях стануть кластерами відновлення, довкола яких відбудовуватимуть постраждалі регіони. ➡ Детальніше: https://bit.ly/3OCsXip						u	
			335	🇺🇦🇷🇴 Підсумки робочого візиту Першого віцеспікера Олександр Корнієнко до Румунії: У вівторок, 14 червня Перший заступник Голови Верховної Ради України здійснив робочий візит до Румунії. До основних питань робочих зустрічей зі спікерами та депутатами національних парламентів і представниками виконавчої влади належали надання Україні статусу країни-кандидата на вступ до Європейського Союзу, військова та економічна підтримка, відбудова українських територій, санкційна політика та притягнення рф до відповідальності за скоєні воєнні злочини. Під час зустрічі з Державним секретарем МЗС Румунії Юліаном Фотою Олександр Корнієнко висловив вдячність за різносторонню підтримку України, зокрема, всіх санкційних пакетів. «На жаль, потенціал росії не так швидко вичерпується, як того хотілося б, і кожен долар, цент, сплачений за барель російської нафти, — це снаряд або ракета, які летять в Україну. Тому вкрай важливо, щоб усі рішення, які зараз ухвалюються на користь України, ухвалювалися швидше», — наголосив Перший віцеспікер. Також він подякував Румунії за приклад іншим країнам у плані енергетичної незалежності від рф та дипломатичної діяльності з підтримки символічних для України актів та постанов. Далі, відповідно до програми робочого візиту, Перший заступник Голови Парламенту провів робочі зустрічі із Головами двох Палат румунського Парламенту: Палати депутатів — Марчелом Чолаку та Сенату — Флоріном Кицу. Насамперед порушили питання отримання Україною статусу кандидата у члени Європейського Союзу. Зі свого блоку, Олександр Корнієнко акцентував, що Україна очікує від Румунії на «продовження політики підтримки своїх євроінтеграційних намірів та адвокації цього прагнення серед інших країн». Окрім того, Перший віцеспікер висловив прохання до румунського Парламенту ухвалити резолюцію щодо визнання геноцидом злочинів, які росія коїть сьогодні в Україні. Своєю чергою, Голова Сенату Парламенту Румунії Флорін Кицу наголосив, що Сенат став один із перших, хто підтримував Україну у війні з росією, і сьогодні готовий підтримати євроінтеграційні наміри України, але за наявності «чіткого плану кроків, які мають імплементувати країни впродовж певного періоду часу». Голова Палати депутатів Марчел Чолаку акцентував, що Румунія має взяти на себе роль регіонального хабу для забезпечення стабільності та розвитку Східної Європи та Чорноморського району: «Перший крок у цьому напрямі — відбудова України». Він також наголосив, що в Україні необхідно оперативно організувати комерційну, економічну та гуманітарну команду для полегшення процесу реконструкції. Також Олександр Корнієко разом із Марчелом Чолаку взяв участь у відкритті виставки фотографій «Хроніки російського вторгнення в Україну 2022: початок» Макса Левіна, військового фотожурналіста, жорстокого вбитого російськими окупантами в Межигірському районі Київської області. «Завдяки його відданій праці весь світ побачив ті жахи, які відбувалися та, на жаль, тривають в Україні, — на Сході та Півдні країни», — зазначив Олександр Корнієнко. Насамкінець Перший заступник Голови Верховної Ради України зустрівся з Міністром національної оборони Румунії Васіле Динку. Сторони обговорили співробітництво у військово-технічній сфері. Зі свого боку, Васіле Динку підтвердив підтримку Румунією Українського народу як у плані санкцій проти неспровокованої, жорстокої та незаконної агресії рф щодо України, так і у плані гуманітарного захисту людей, які постраждали. Завтра, 15 червня, Олександр Корнієнко перебуватиме з робочим візитом у Республіці Мальта 🇲🇹, 16 червня — в Італійській Республіці 🇮🇹.						u	
			336	🇺🇦🇮🇹 Перший заступник Голови Верховної Ради України Олександр Корнієнко під час зустрічі з Головою Сенату Італії Марією-Елізабет Альберті-Казеллаті In English in the first comment ⬇ Програма USAID РАДА: наступне покоління Internews Ukraine						u	
			337	💙💛Поки весь світ наспівує рядки гурту Kalush офіційна сторінка про маму Стефанію, яка перемогла на пісенному конкурсі «Євробачення-2022», українці все частіше називають своїх діточок цим ім’ям. З моменту перемоги України у конкурсі 68 діток отримали ім’я Стефанія ❤️ Міністерство юстиції України						u	
			338	Російська держава стала найбільшою терористичною організацією світу. Це факт. І це має бути юридичний факт. І кожен у світі повинен знати, що купувати чи перевозити російську нафту, зберігати зв'язки з російськими банками, платити податки й мита російській державі – це давати гроші терористам.						u	
			339	🇺🇦🇬🇧 Президент України Володимир Зеленський і Прем’єр-міністр Великої Британії Boris Johnson відвідали Свято-Михайлівський Золотоверхий монастир у Києві та прогулялися Михайлівською площею Офіс Президента України						u	
			340	⚡ Сьогодні на каналі Військове Телебачення України ви можете побачити:						u	
			341	119 доба активної фази 8-річної війни Росії проти України! ЗСУ боронить країну. Йдуть важкі бої! Але ми вистоїмо! Всі тут?						u	
			342	🇺🇦🇪🇺Президентка European Parliament Roberta Metsola щодо надання Україні та Молдові статусу кандидата в ЄС.						u	
			343	‼️Голова Верховної Ради України Ruslan Stefanchuk: Відповідно до вимог законодавства, вніс пропозицію щодо кандидатури народного депутата України Дмитро Лубінець на посаду Уповноваженого Верховної Ради України з прав людини. Вірю, що його досвід на посаді голови Комітету Верховної Ради України з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин, а також його професійні та людські якості створять усі необхідні передумови для виконання в повному обсязі повноважень, покладених на Уповноваженого Верховної Ради України з прав людини.						u	
			344	‼️Народна депутатка України, Голова Комітет Верховної Ради України з питань інтеграції України до ЄС Іванна Климпуш-Цинцадзе щодо набуття Україною членства Європейського Союзу "Ми з вами розраховуємо на те, що Європейська Рада ухвалить позитивне рішення і надасть нам кандидатський статус. Ми вже бачили рішення Європейської Комісії, яка заклала 7 принципових умов для того, щоби Україна могла після, якщо буде ухвалене рішення про кандидатство, говорити про початок перемовин про членство".						u	
			345	🔥Найкраща світлина тижня!!! 🇺🇦Тайра і Залужний 💛💙 Голос України						u	
			346	🇫🇷 Президент Франції Еммануель Макрон про обстріл ₚосіянами торгового центру у Кременчуці: In English in the first comment ⬇️ Програма USAID РАДА: наступне покоління Internews Ukraine						u	
			347	1️⃣9️⃣3️⃣9️⃣ закладів освіти в Україні постраждали від російських бомбардувань та обстрілів In English in the first comment ⬇️ Програма USAID РАДА: наступне покоління						u	
			348	😄 Почуття гумору у наших захисників на найвищому рівні Пишаємось їх мужністю та незламністю, і точно віримо у нашу перемогу 🤗 Слава Україні! Слава ЗСУ!						u	
			349	Відома поштова марка з "руським кораблем" допомогла воїнам ЗСУ! Речниця фракції «Слуга Народу» Юлія Палійчук влаштувала аукціон з продажу марок з автографами Давида Арахамії, Михайла Подоляка та Ірини Верещук. На отримані кошти було придбано автомобіль для потреб фронту.						u	
			350	Сьогодні медики України щодня рятують життя, ризикуючи своїм. Їх титанічна праця і внесок у нашу Перемогу - безцінні. Наші Героїчні медичні працівники, зі святом! Здоров'я вам, сил і майбуття в мирній, незалежній Україні!						u	
			351	‼️Міністр оборони України Резніков Олексій : Вчора Київ відвідав наш великий друг — Державний секретар з питань оборони Великої Британії 🇬🇧 Бен Воллес. До зустрічі з нашим поважним гостем долучився і Головнокомандувач ЗС України / CinC AF of Ukraine Генерал Валерій Залужний. Ми щиро вдячні нашим британським друзям і партнерам, і особисто Бену Воллесу за всю допомогу, яку Велика Британія надає Україні. Це не тільки про зброю. Адже в цей складний час ми бачимо, хто справжні друзі України. Важко переоцінити всю підтримку від наших британських друзів. Обговорили робочі моменти. Також провели Бену Воллесу екскурсію. На Михайлівській площі показали знищену, в тому числі силами британської військово-технічної допомоги, російську техніку. Наш гість пересвідчився на власні очі, що NLAW, українські ПТРК «британського походження» зі шведським корінням, використовуються нашими військовими дуже ефективно – це вже сотні одиниць знищеної ворожої техніки і сотні ліквідованих окупантів. Ну і звісно ж, подарував нашому гостю символічну футболку від «Авіація Галичини» 😌 Хлопці неймовірно вдало поєднали творчість Марії Приймаченко із «подарунками» від Великої Британії 🇺🇦🤝🇬🇧 Міністерство оборони України						u	
